age,gender,height,current_weight,target_weight,activity_level,sports_days,sleep_hours,Avg_Caloric_Intake,water_intake,night_eating,stress_level,commitment,motivation,success
45,1,173,121,99,3,3,5.9,3027,3.5,1,10,5,8,0
51,0,165,87,76,1,0,7.2,2234,4.0,1,3,1,10,0
19,1,189,103,82,2,1,8.2,3053,2.0,1,2,5,10,0
49,0,169,96,77,1,1,8.2,2668,1.6,0,6,2,8,1
40,1,164,97,74,4,4,7.2,3129,4.0,1,6,4,2,0
39,1,162,67,59,4,4,6.6,2253,3.2,0,7,2,2,0
42,1,167,104,83,4,6,6.7,3459,4.0,0,4,8,3,1
39,1,157,94,83,4,4,6.2,2943,2.1,0,8,7,8,0
39,0,156,67,47,3,1,7.9,2010,4.0,1,3,9,8,1
59,0,179,89,68,1,0,5.9,2083,1.8,0,10,4,5,0
23,1,179,91,67,4,6,6.7,3012,4.1,1,1,5,2,0
32,0,176,119,100,2,2,6.7,3251,4.0,1,5,9,4,0
60,1,185,101,88,2,2,7.8,2739,3.2,1,6,9,4,1
54,1,156,94,77,1,0,8.2,2196,3.3,1,3,2,7,0
50,1,192,126,115,4,4,6.6,3844,2.5,0,2,1,4,0
25,1,158,95,72,1,1,7.4,2552,2.1,0,3,3,10,1
61,1,181,113,98,3,3,6.8,3327,2.9,0,3,10,6,1
61,1,160,78,66,2,3,7.4,2378,3.5,1,7,1,2,0
22,0,190,146,125,3,1,6.9,4088,4.5,0,1,6,2,0
56,0,175,114,106,3,3,6.9,3069,4.0,1,4,8,5,0
21,1,158,83,75,3,1,7.8,2580,2.8,1,3,4,1,0
23,0,179,115,93,2,3,5.5,3039,3.7,1,10,4,2,0
62,1,155,85,64,1,0,6.8,1992,1.8,0,7,10,3,1
49,0,186,107,100,2,1,7.1,2845,2.7,0,1,1,9,1
47,0,181,105,92,2,3,6.0,3076,2.8,0,8,9,9,0
64,0,163,81,71,4,4,5.6,2656,4.5,1,10,10,7,1
52,1,169,121,115,1,1,6.9,2895,2.7,1,7,8,5,0
57,0,155,84,68,3,3,5.5,2531,1.7,1,8,3,2,0
33,1,182,88,69,4,4,6.3,3318,1.7,0,8,3,2,0
30,1,167,95,82,2,3,5.7,2352,3.6,1,9,10,8,1
59,1,177,81,75,2,2,6.7,2523,2.4,1,1,4,3,0
47,0,193,111,95,1,1,7.1,2746,4.1,0,9,4,7,0
36,0,166,90,70,3,2,7.3,2607,2.9,1,1,2,6,0
34,0,194,129,118,2,2,7.7,3087,2.5,0,3,4,6,0
36,1,180,135,130,3,3,6.6,3774,3.8,1,7,2,3,0
45,1,164,113,102,2,3,5.7,3104,2.8,0,8,7,6,0
43,0,172,79,72,4,4,8.3,2636,3.7,0,5,5,4,1
54,1,184,116,92,1,0,6.9,2773,3.6,0,1,7,1,0
43,0,172,116,107,2,3,6.8,3213,3.7,0,3,6,8,1
40,0,157,72,65,2,3,8.3,2593,4.1,1,7,2,9,1
26,0,161,98,79,4,5,7.9,3387,4.0,0,2,2,3,0
29,0,186,139,129,4,4,6.9,4025,3.5,1,2,1,1,0
18,1,180,118,99,3,3,6.4,3264,4.4,0,9,1,1,0
18,0,177,96,89,3,1,8.4,2575,1.6,0,6,5,1,0
64,0,161,106,101,2,1,7.6,2584,4.3,1,4,5,9,1
51,0,188,142,136,4,4,5.4,4223,1.9,1,10,7,10,0
49,0,193,139,131,3,3,6.2,3695,2.1,1,9,1,5,0
42,0,156,76,58,1,1,6.7,1993,4.0,0,7,5,3,1
57,0,158,96,78,2,2,7.7,2555,2.7,1,7,2,10,0
62,0,190,110,96,2,1,5.6,2543,2.8,1,8,10,9,0
18,1,187,103,88,4,4,8.3,3336,2.3,0,3,1,10,1
33,1,179,109,101,2,3,7.1,2840,2.2,0,2,7,9,1
56,1,192,155,136,2,3,7.6,4071,1.8,0,1,3,6,1
22,1,180,126,102,3,2,7.4,3479,2.1,1,2,9,5,0
39,0,163,100,92,1,1,8.1,2133,3.2,0,3,5,1,1
46,1,184,110,86,4,5,8.2,3536,3.6,1,5,5,6,1
20,1,180,99,75,2,2,5.8,2329,3.7,1,8,5,5,1
29,1,194,149,129,2,2,6.6,3907,2.6,0,3,9,9,1
43,0,163,92,86,4,6,8.3,2954,4.3,0,7,10,7,1
33,1,178,124,107,3,2,8.0,3506,2.5,0,5,1,3,0
54,1,186,115,103,3,3,8.1,3564,1.8,1,5,5,5,1
39,0,168,107,90,3,3,6.4,3449,4.3,1,8,10,6,0
46,1,170,115,91,2,3,6.5,3210,3.1,1,10,6,2,0
31,0,190,114,102,3,2,6.9,3274,4.4,0,5,9,7,1
45,1,171,73,65,4,5,6.3,2322,2.7,1,10,3,9,0
22,0,179,95,86,2,3,7.9,2609,3.8,1,7,1,10,1
64,1,190,147,137,4,4,6.6,4069,1.8,0,10,8,9,1
47,1,163,97,74,3,1,5.9,2838,4.1,0,8,9,5,0
63,1,194,141,127,3,2,5.8,4270,2.0,1,8,6,8,0
22,0,183,102,95,1,0,7.0,2027,1.7,0,3,5,9,1
29,1,174,112,95,3,1,7.0,3262,1.8,0,4,8,6,1
33,0,172,106,93,2,3,5.7,2831,3.2,0,8,6,4,0
43,0,193,104,83,4,6,8.0,3383,2.4,1,5,6,4,1
43,0,163,110,96,1,1,7.2,2647,4.4,1,1,9,3,1
38,0,167,86,70,1,0,7.8,2339,4.1,1,7,9,9,0
56,1,167,85,68,3,3,8.1,2420,3.9,0,3,1,10,1
53,1,166,86,72,3,3,8.4,2860,3.9,0,2,2,6,0
50,1,173,80,57,4,4,5.6,2804,4.2,0,10,1,8,0
47,0,194,134,111,1,1,6.8,3486,4.1,0,5,2,2,0
54,1,190,105,84,1,1,7.2,2247,4.3,1,1,3,4,1
40,0,168,109,100,4,6,6.5,3420,4.3,0,9,2,2,0
27,0,171,93,81,3,1,5.6,2584,2.4,0,10,6,3,0
22,0,181,108,99,1,0,7.4,2586,2.2,1,5,4,2,0
53,1,155,87,68,4,5,7.6,2881,3.4,0,6,5,9,1
51,1,187,133,125,2,1,8.2,3500,1.9,0,7,10,9,1
48,0,190,104,87,1,0,5.7,2366,2.1,1,9,9,6,1
27,1,189,148,127,3,2,6.7,3822,3.8,1,5,2,7,0
36,1,170,102,93,4,5,7.7,3090,3.4,0,4,3,5,1
49,0,173,75,70,2,2,7.0,2046,3.5,0,3,10,10,1
18,0,155,77,58,2,2,7.8,2128,4.4,0,5,1,1,1
22,1,170,94,80,3,3,6.2,2848,3.5,0,10,2,4,0
62,0,173,116,101,4,6,6.5,3290,2.8,0,10,1,4,0
21,0,191,110,88,1,0,6.6,2761,2.3,1,3,9,8,0
33,1,190,111,94,3,1,6.8,3150,2.5,1,5,3,5,0
41,1,193,98,74,2,2,6.7,2315,2.3,0,8,3,3,1
33,0,190,108,88,1,1,7.0,2802,1.6,1,2,7,1,0
19,1,155,89,66,2,1,8.5,2426,2.3,0,4,1,1,0
45,0,180,116,100,4,6,7.2,3147,4.0,1,8,9,5,1
49,0,157,65,47,1,0,7.7,1570,3.7,1,5,7,8,1
44,1,165,74,68,3,1,6.6,2321,3.4,1,8,9,9,0
37,0,178,99,85,2,2,7.5,2696,4.2,0,6,8,10,1
41,0,183,126,118,3,2,7.7,3754,2.3,1,1,5,10,0
29,0,181,128,123,2,2,8.3,3683,3.2,1,5,3,2,1
52,1,156,62,41,1,0,5.4,1680,1.6,1,10,9,5,1
50,1,159,77,62,3,3,8.3,2550,4.2,0,2,5,4,1
50,1,160,82,71,3,3,7.2,2586,2.8,1,7,9,3,1
60,0,158,101,80,2,3,6.3,2282,2.0,1,10,3,8,0
54,0,162,88,67,4,6,6.8,2804,2.2,1,4,6,2,0
29,1,182,98,85,4,5,8.0,3159,4.0,0,2,2,2,1
20,1,188,112,98,3,3,6.6,2954,1.8,0,1,3,5,0
18,1,171,95,85,4,5,7.8,2819,4.3,1,5,2,10,1
50,0,182,121,100,3,3,5.5,3268,2.6,0,10,2,10,0
57,1,163,68,48,1,1,5.9,1360,2.3,0,8,5,10,1
27,0,193,118,107,4,4,6.5,3530,2.5,1,8,10,1,0
60,1,168,102,79,3,2,6.2,2993,2.7,1,10,4,7,0
61,0,188,106,98,3,1,7.4,2845,3.1,1,2,4,9,0
46,0,192,130,106,1,1,7.2,3190,3.3,0,6,8,2,1
30,1,189,111,90,2,2,7.2,3009,2.8,1,7,6,10,0
29,0,157,94,81,1,1,5.4,2588,2.8,1,10,10,1,0
48,1,181,85,70,2,3,6.6,2479,2.4,0,1,2,9,0
63,0,159,103,98,3,3,7.2,2695,2.7,0,5,1,2,0
19,0,155,67,56,1,1,7.3,1628,2.9,0,6,5,9,1
52,1,157,68,59,2,1,7.9,2309,3.3,0,7,7,8,1
40,0,191,144,135,1,0,6.1,3343,1.9,0,9,5,7,0
34,1,191,145,140,4,6,6.7,4075,3.8,0,3,4,1,1
43,1,164,71,61,4,4,5.7,2492,3.5,0,8,5,4,0
25,1,176,126,109,3,3,6.8,3648,2.4,0,10,10,7,1
46,0,193,110,91,2,1,7.9,3162,2.9,1,3,8,6,0
43,0,174,108,100,1,1,7.4,2577,4.3,0,9,5,1,1
27,0,170,76,55,2,1,5.5,1892,1.6,1,8,9,7,1
43,1,174,95,78,3,3,6.5,2612,3.9,1,9,10,2,0
51,1,186,113,98,1,0,7.3,2768,3.0,1,5,7,8,1
58,0,174,106,98,4,4,5.7,3233,3.4,1,9,2,2,0
24,0,186,117,106,2,3,8.3,3189,3.6,0,3,9,4,1
21,1,172,97,74,2,2,6.6,2569,2.9,1,7,2,6,0
62,0,165,112,101,2,3,8.2,3202,2.1,0,3,6,8,1
28,1,168,79,61,3,3,8.2,1961,4.2,1,6,8,3,1
46,0,158,69,49,2,2,6.0,2209,3.7,1,8,2,6,0
53,1,174,113,100,4,6,6.7,3257,3.2,1,2,6,6,1
42,0,160,68,62,1,0,5.3,1521,2.8,1,8,5,1,1
38,0,187,116,96,1,1,8.2,2937,3.0,0,1,7,6,1
53,1,171,98,89,3,1,6.7,2853,4.0,1,4,10,1,0
27,1,185,104,88,3,3,8.2,3594,1.5,0,7,5,9,1
54,1,193,152,128,4,5,8.4,4469,4.1,1,1,3,4,0
26,0,188,106,87,2,3,8.3,2578,1.6,0,6,6,5,1
41,1,193,111,104,4,4,6.6,3507,3.3,0,10,7,1,0
52,1,177,91,78,3,2,6.9,2744,2.5,0,6,1,1,0
52,0,161,71,60,2,2,8.3,1871,3.5,1,7,8,9,1
53,1,192,115,107,2,1,5.1,2903,1.8,0,9,8,6,0
35,1,189,131,118,3,3,7.7,3435,3.2,1,7,4,10,1
56,1,189,135,116,2,2,6.9,3414,4.1,0,3,8,10,1
49,0,182,129,118,4,5,7.4,3641,3.0,0,4,3,6,1
41,0,179,91,76,4,5,8.2,3111,1.8,1,1,5,5,0
40,0,155,61,38,2,3,7.7,1615,1.6,1,5,3,6,1
49,1,184,142,127,2,2,6.5,3776,3.4,1,7,2,8,0
54,0,158,63,58,2,3,7.2,1858,1.7,0,3,5,7,1
29,1,165,113,96,1,1,7.8,2461,1.7,0,6,8,7,1
30,1,177,122,105,3,3,6.7,3354,2.8,0,3,9,9,1
40,1,173,121,115,4,5,7.8,3651,2.1,1,4,5,9,1
42,0,155,76,55,4,5,8.3,2090,2.1,0,5,3,9,1
52,0,187,100,77,1,1,7.5,2451,2.9,1,6,3,1,0
58,1,190,127,108,2,2,6.9,3613,2.3,0,6,8,6,0
47,1,182,124,101,3,1,8.3,3151,2.2,0,1,3,5,0
34,0,176,84,70,3,2,5.2,2438,3.0,1,8,9,8,0
37,0,193,144,130,4,4,8.2,4154,2.4,0,3,10,10,1
42,0,159,72,59,3,1,6.7,2366,1.7,1,4,1,8,0
39,1,184,113,90,2,3,7.3,3022,3.5,0,8,1,8,1
30,0,160,101,86,3,3,6.8,2808,3.3,1,5,5,5,0
36,0,170,82,72,3,2,7.7,2464,2.1,1,6,4,10,1
53,0,178,92,86,1,1,8.0,1932,3.2,1,1,3,10,1
29,1,184,88,74,3,3,5.3,2622,4.4,0,8,1,1,0
58,0,155,66,47,4,4,7.5,2172,4.4,1,5,7,4,1
36,1,165,75,66,4,4,7.6,2388,3.1,0,1,1,7,1
29,1,176,88,66,4,4,7.5,2892,1.8,1,7,6,2,0
26,1,176,92,81,1,1,8.3,2369,2.9,0,2,10,7,1
24,0,180,126,119,4,5,7.2,3906,1.6,1,6,2,5,0
45,0,167,113,93,2,2,7.7,3230,2.7,1,3,4,6,0
31,0,176,99,78,3,2,7.6,2639,4.2,0,6,8,6,1
48,1,162,71,65,4,4,5.1,2435,2.9,1,9,3,5,0
36,0,162,76,56,2,1,7.9,2079,3.2,0,6,9,10,1
64,1,178,118,94,2,1,8.1,3155,2.0,1,1,5,7,0
33,0,182,121,116,4,6,7.5,3387,1.5,0,6,6,4,1
22,0,159,105,87,3,1,8.4,3182,4.5,0,3,2,1,0
52,0,159,64,44,2,3,7.3,2069,2.5,0,4,1,9,1
29,0,177,119,106,2,3,6.5,3317,2.3,1,4,5,7,0
42,1,165,92,71,3,1,6.4,2741,3.2,0,9,1,9,0
38,1,170,117,105,3,2,5.5,3407,3.7,0,8,4,9,0
53,1,171,101,88,3,1,7.2,2793,2.3,1,7,8,7,1
40,1,162,85,79,1,1,6.6,1988,3.1,1,5,2,2,0
33,0,155,87,70,2,1,5.6,2354,2.5,0,10,6,2,0
56,1,189,140,135,4,4,7.5,4197,2.9,0,4,10,4,1
62,1,183,100,89,2,1,6.8,2447,2.0,1,3,5,9,0
59,1,182,89,67,4,5,8.3,2759,3.0,0,1,1,7,0
56,0,176,101,92,1,0,5.4,2203,1.6,1,9,8,9,1
31,1,183,95,84,2,1,5.5,2560,4.0,1,8,5,4,0
48,1,192,119,103,3,1,8.3,3310,3.4,0,1,9,9,1
22,0,181,138,117,3,2,7.3,3716,4.3,1,2,2,7,0
52,0,165,95,86,2,1,6.9,2438,3.3,1,1,6,8,0
40,1,177,116,100,4,4,8.3,3306,2.0,0,1,7,1,1
46,1,172,108,85,4,6,7.2,3351,3.0,0,9,1,9,1
60,0,177,122,105,2,1,8.3,3487,3.5,1,5,10,8,1
28,1,175,126,106,4,5,8.4,3993,2.6,1,3,4,1,0
35,0,189,129,106,2,3,7.2,3911,3.2,1,2,2,8,1
64,1,181,108,94,3,3,6.4,3337,2.0,0,8,7,5,0
29,1,162,80,64,4,6,5.3,2926,3.8,0,8,3,3,0
26,1,157,77,66,4,4,7.1,2564,4.2,1,6,9,8,1
27,1,171,90,72,2,3,7.0,2319,2.4,0,2,8,3,1
61,1,155,73,59,4,5,8.1,2611,3.9,1,1,10,8,1
34,0,167,103,91,2,1,8.0,2419,1.8,1,6,7,5,0
55,0,169,100,81,3,2,6.8,2825,2.2,0,1,8,8,1
24,1,170,82,62,3,3,6.8,2055,2.9,1,6,1,3,0
63,1,194,156,144,3,2,6.8,4435,2.7,0,10,10,10,1
30,1,167,90,82,2,2,7.7,2384,3.4,1,2,6,6,0
57,0,165,94,73,2,1,8.3,2549,3.2,0,7,7,6,1
59,0,160,94,86,1,1,6.6,2547,1.8,0,10,7,4,0
26,0,175,109,94,1,0,6.5,2617,1.9,0,2,9,5,1
44,0,161,78,61,3,1,7.4,2490,1.7,0,2,7,7,0
19,0,179,124,114,4,4,7.4,3926,4.4,0,6,7,1,1
22,0,161,69,51,4,4,8.2,2335,3.4,1,4,6,8,1
46,0,178,109,98,3,3,7.7,3155,4.1,0,6,3,3,1
54,0,188,104,88,3,1,7.1,2796,3.1,1,8,6,7,0
55,1,156,87,82,2,2,6.2,2939,2.1,0,10,9,9,1
36,0,171,84,70,1,1,7.2,1797,3.4,1,3,10,2,1
25,0,173,114,109,4,4,7.5,3556,3.0,0,5,3,10,1
62,0,186,100,80,3,3,7.9,3015,2.7,0,5,3,10,1
18,0,173,121,110,4,5,5.6,3622,2.6,0,10,7,7,1
39,1,177,125,101,2,3,6.8,3130,3.5,1,9,7,1,0
34,0,186,108,98,2,2,7.0,2998,3.4,0,7,5,5,1
24,1,177,99,77,2,1,6.4,2450,2.0,1,9,8,7,1
42,1,169,105,81,4,4,6.0,3034,3.9,1,8,8,5,0
62,1,158,66,58,2,3,8.0,1789,3.4,1,3,2,5,1
21,0,184,89,69,4,6,6.6,2674,3.1,1,2,6,6,0
53,0,189,98,93,2,2,7.7,2610,3.7,0,3,5,10,1
23,0,193,129,105,4,6,7.5,3632,2.0,1,6,4,10,1
48,1,192,101,95,1,0,7.1,2107,4.3,0,10,7,6,1
36,1,186,103,83,2,1,8.4,2999,2.3,1,4,4,10,0
61,1,180,117,104,3,3,6.7,3308,2.3,1,1,5,2,0
56,1,186,87,68,3,2,5.9,2782,3.9,1,10,8,10,0
44,0,172,83,63,4,4,6.3,2676,2.5,0,10,5,10,0
27,0,178,130,117,3,2,6.0,3689,4.0,0,9,9,9,1
43,0,168,103,92,4,5,7.8,3197,2.5,1,6,10,3,1
36,1,168,85,71,3,3,8.4,2731,3.2,0,1,2,1,0
56,1,185,88,77,3,3,7.6,2316,2.2,1,3,2,1,0
20,0,173,104,87,2,2,8.2,3021,3.7,1,1,9,9,1
62,0,163,76,70,1,1,5.7,1654,2.0,1,9,2,6,0
30,1,163,109,93,3,3,8.4,2972,4.2,0,4,3,7,1
45,0,189,131,114,1,1,8.1,3147,2.6,1,2,6,2,0
37,0,182,137,130,2,1,8.1,3385,2.9,0,4,4,1,0
45,1,176,123,108,4,6,7.8,3728,1.6,1,2,8,2,1
25,1,171,97,85,1,0,8.0,2458,4.4,1,6,8,3,0
58,1,172,107,92,2,2,8.5,2931,3.9,0,6,2,3,0
56,0,157,96,74,4,4,8.1,3203,2.8,0,7,2,8,1
18,1,173,104,93,2,2,6.3,3120,4.3,0,9,3,4,0
20,0,186,90,74,4,6,5.8,2713,4.3,0,9,2,1,0
30,0,170,95,85,3,3,7.2,2961,3.1,1,4,5,2,1
45,1,170,78,64,3,2,6.8,2783,2.2,1,9,1,9,0
42,0,155,89,65,3,1,7.2,2486,3.0,0,8,7,2,0
50,1,173,109,90,3,3,7.8,3317,2.5,0,1,8,9,1
55,1,156,101,77,1,0,8.0,2092,2.8,1,7,4,5,1
23,0,177,112,93,1,0,8.0,2849,4.2,1,7,7,4,0
61,0,175,118,95,2,3,5.5,2694,2.3,1,10,9,4,0
62,1,188,105,95,4,6,8.1,3264,4.0,0,4,7,3,1
49,1,178,97,74,4,5,7.0,3069,4.3,0,7,2,2,0
62,1,167,114,95,1,0,6.2,2538,3.9,1,10,2,8,0
64,1,175,116,92,2,1,6.2,3208,3.1,1,10,10,6,0
38,1,182,121,97,2,1,8.3,2994,3.2,1,5,10,9,1
33,1,158,73,51,2,2,6.9,2119,4.0,1,5,10,2,1
38,0,179,119,113,2,3,6.8,3221,1.6,0,5,6,1,0
28,0,191,147,136,3,2,7.4,4355,3.7,1,6,8,8,1
54,0,166,80,71,4,4,6.6,2485,3.1,1,7,10,8,1
53,0,180,119,112,4,4,7.2,3600,2.7,1,5,10,5,1
52,1,187,111,101,4,5,5.7,3450,3.8,1,9,3,2,0
36,0,175,83,73,2,3,6.6,2292,2.3,0,9,1,10,0
37,0,183,128,123,3,2,7.9,3652,4.2,0,7,1,5,0
35,1,167,78,55,2,1,7.3,2048,3.6,0,10,2,8,1
64,0,167,81,65,3,2,7.2,2613,3.3,0,3,10,4,1
58,1,181,126,117,3,3,7.5,3841,3.1,1,4,6,2,1
31,1,183,126,115,4,4,7.7,3364,2.1,1,4,2,3,0
32,1,192,108,84,1,0,6.9,2420,3.4,0,7,6,3,1
48,1,163,110,98,1,1,7.6,2570,3.7,1,2,1,9,0
18,1,173,86,63,4,6,8.2,2858,1.5,0,5,9,3,1
20,0,165,114,104,2,3,8.2,3406,2.6,1,4,7,1,0
33,0,158,93,74,3,1,6.0,2793,4.0,0,10,1,7,0
40,0,171,92,82,4,5,7.3,2723,3.4,0,9,9,1,1
28,1,169,78,65,4,4,7.6,2453,3.3,1,1,9,6,1
29,0,165,83,75,2,1,7.0,2833,2.2,1,10,10,10,0
27,0,166,78,58,4,5,6.7,2491,3.4,1,3,6,4,0
49,0,169,102,88,1,0,8.1,2525,3.9,0,6,2,7,0
33,0,194,117,112,2,2,7.6,3147,2.7,0,4,2,7,1
25,1,186,104,89,1,0,7.4,2723,2.0,0,3,8,7,1
55,0,157,94,73,4,5,8.5,3148,1.7,0,6,9,6,1
29,1,189,104,82,3,1,7.6,3276,3.0,1,3,4,7,0
41,1,180,113,89,4,6,6.7,3248,3.6,0,7,2,8,1
45,0,190,102,78,4,6,8.1,2933,2.0,0,1,5,3,1
25,1,168,105,86,3,1,6.5,3299,2.8,0,9,7,5,0
45,1,173,107,97,3,2,6.7,3224,3.2,0,10,4,10,1
53,1,190,140,120,3,1,7.6,3761,2.0,0,2,9,9,1
43,1,165,72,66,2,2,7.7,1948,2.3,0,4,4,8,1
25,1,191,104,97,3,2,8.0,2991,3.3,0,6,8,6,1
45,1,188,97,76,1,1,6.9,2486,3.7,1,6,3,9,0
45,1,194,106,94,2,1,6.3,2773,3.4,1,8,6,10,0
54,0,167,75,51,4,4,7.1,2940,3.6,0,8,6,5,1
58,0,164,93,74,1,0,8.0,2175,3.2,1,4,3,2,0
53,1,168,99,82,1,1,6.9,2473,4.0,1,6,2,9,0
44,1,193,146,123,3,1,7.0,4466,4.0,0,9,6,5,0
34,0,168,90,85,2,1,8.1,2514,3.9,1,7,7,8,1
26,0,177,107,91,1,0,6.5,2651,3.2,1,8,7,8,0
50,0,171,122,100,4,4,5.7,3607,4.5,1,8,10,4,0
37,0,170,99,77,4,5,8.5,3028,1.6,1,2,1,4,0
30,1,162,92,85,4,6,6.8,3056,2.1,0,7,6,1,0
45,1,176,130,108,3,2,8.1,3764,3.9,0,3,9,5,1
46,0,188,149,128,4,6,7.7,4033,4.0,0,7,9,9,1
30,0,156,79,64,4,6,7.5,2902,4.0,1,2,2,5,1
63,0,190,129,120,4,6,8.3,3706,4.1,0,1,4,5,1
52,0,181,109,98,3,3,7.1,3040,2.8,0,9,6,6,0
23,1,179,120,98,2,2,6.6,2934,4.3,0,10,4,6,0
35,0,180,132,121,2,2,6.2,3728,2.1,1,10,9,8,0
22,0,166,84,62,3,2,7.5,2141,4.3,0,1,2,1,1
64,0,171,114,108,2,3,7.0,2851,3.2,0,1,10,5,1
42,1,186,126,116,2,2,7.7,3361,2.0,0,3,6,9,1
19,1,167,83,71,3,1,7.9,2718,3.7,1,1,1,3,0
27,1,173,116,95,2,2,8.0,2786,2.4,0,7,9,7,1
47,0,155,78,70,2,3,7.5,2162,2.2,0,7,1,7,0
62,0,184,91,70,4,4,5.2,2781,2.0,1,8,8,10,0
22,0,171,123,103,3,3,7.7,3599,1.6,0,2,9,3,0
50,1,176,99,80,3,3,7.5,3076,3.8,1,7,1,7,0
18,1,159,87,68,4,4,6.7,2771,3.0,0,9,1,3,0
35,0,194,146,134,1,1,6.9,3354,4.4,0,10,10,6,1
49,0,167,115,94,3,3,7.7,3403,2.8,1,5,7,8,0
64,1,180,129,106,1,0,7.1,3070,4.0,1,10,10,8,1
28,0,178,107,102,2,2,7.2,3176,4.4,1,3,5,6,1
38,0,186,119,102,3,1,6.2,3781,1.6,0,9,3,2,0
43,0,166,82,72,2,3,8.5,2448,1.8,0,1,9,1,1
42,1,185,112,98,3,2,7.4,2877,2.5,1,3,2,3,0
39,0,170,119,114,3,1,7.8,3547,4.1,0,2,6,3,1
44,0,171,109,93,3,3,7.3,3266,4.0,1,2,4,7,1
30,0,181,83,60,1,1,7.8,2019,2.6,1,3,5,4,1
50,0,186,93,74,3,1,6.2,2794,2.1,0,10,2,2,0
51,1,181,134,125,4,6,8.4,3849,3.9,1,7,1,2,0
58,1,190,143,137,3,1,6.9,3923,3.3,1,6,9,7,1
52,1,166,92,69,1,1,5.3,2084,1.6,0,9,3,8,1
18,0,191,129,111,3,3,6.6,3468,3.9,0,10,6,5,0
38,1,160,76,63,1,1,6.6,1681,4.4,1,10,9,2,1
23,0,181,126,121,2,2,6.7,3428,1.6,1,3,1,3,0
45,1,176,110,93,4,5,8.3,3283,2.4,1,5,5,1,0
34,0,174,112,91,4,6,6.4,3579,4.0,0,9,4,10,1
22,1,167,87,81,1,0,6.9,2137,3.3,1,3,3,4,0
48,1,175,99,81,2,2,5.5,2694,4.5,1,8,2,7,0
22,1,161,74,50,4,6,5.9,2527,4.2,1,9,3,10,1
55,0,169,118,108,3,1,6.7,3412,2.0,0,7,1,9,0
20,0,158,103,93,4,6,7.9,2941,3.5,0,6,1,3,1
40,0,177,123,101,1,0,6.6,3081,3.5,1,6,8,4,0
54,1,158,103,80,2,1,7.6,2825,1.8,1,6,5,6,0
54,0,161,94,81,2,3,7.7,2809,1.8,1,5,2,1,0
27,0,158,72,53,1,0,8.3,2113,3.2,1,7,3,5,0
27,0,170,109,98,3,1,8.4,3212,2.7,1,7,2,10,0
36,0,188,108,98,2,3,7.2,2761,3.1,0,7,10,5,1
34,0,191,118,109,1,0,7.0,3065,2.2,1,3,2,10,0
38,0,157,73,50,2,3,7.2,1774,3.2,0,6,4,9,1
31,1,180,104,80,2,3,7.1,2640,2.7,1,9,4,9,0
26,1,182,121,116,1,1,5.8,3005,4.2,0,9,7,1,0
63,0,176,83,72,1,1,7.7,2051,2.4,1,4,2,3,0
18,1,181,88,66,3,2,7.1,2789,4.1,1,9,9,4,0
62,1,164,98,86,3,2,7.8,2851,2.7,0,2,7,1,0
30,0,174,116,100,2,2,6.1,2990,3.2,0,8,4,9,0
21,0,170,100,86,3,1,8.5,2945,2.4,1,2,7,2,0
18,1,158,70,60,2,3,7.8,1947,3.9,0,5,10,5,1
57,0,180,104,84,1,1,7.3,2317,4.0,1,6,1,3,1
49,1,174,115,92,1,1,7.7,2926,3.9,0,2,7,4,0
51,1,166,101,79,3,1,7.1,2746,3.4,1,9,6,4,0
45,1,173,81,64,2,1,6.6,2144,2.4,1,6,9,2,1
48,0,186,143,119,3,2,7.1,3870,3.4,0,8,8,2,0
25,1,187,100,89,4,4,8.2,3099,4.4,0,4,2,8,1
56,0,180,94,83,4,6,7.9,2856,3.4,1,3,3,2,0
43,0,173,99,79,4,4,8.5,2833,4.4,1,4,3,10,1
51,0,178,96,82,4,4,6.8,2956,2.4,1,1,6,7,0
20,0,170,121,102,2,1,7.2,3197,4.0,0,1,2,1,0
29,0,160,67,49,2,2,7.0,1597,3.7,1,8,2,1,1
18,1,170,87,71,1,0,7.5,2241,4.0,0,1,4,10,1
61,0,176,97,78,1,0,6.5,2307,3.6,0,5,1,3,0
22,0,178,106,94,2,1,6.9,2925,2.9,1,10,1,3,0
47,0,192,93,82,4,4,6.9,3151,3.6,0,9,1,9,0
47,0,186,91,78,3,1,6.9,2731,4.3,1,3,5,2,0
34,0,161,76,58,3,3,6.8,2011,2.8,1,10,9,4,0
64,1,161,90,79,3,1,8.1,2432,4.4,0,2,4,3,1
40,0,159,96,80,4,5,6.7,2795,1.6,1,5,8,7,0
32,0,184,124,106,2,1,6.9,3568,1.5,0,2,7,6,0
54,1,183,116,101,4,5,5.8,3423,3.0,1,10,6,9,0
38,0,194,120,97,4,6,6.8,3428,4.0,0,1,9,8,1
31,1,175,123,113,2,1,6.9,3163,2.2,0,9,10,2,0
19,1,188,116,109,4,5,6.5,3300,3.6,1,10,1,3,0
28,1,178,95,85,2,1,5.7,2476,3.1,0,9,7,1,0
56,1,189,128,115,1,0,7.8,3144,2.4,0,1,9,8,1
55,0,183,124,118,2,3,6.6,3282,2.4,1,4,10,2,0
51,0,180,103,93,3,2,6.9,2682,1.7,0,5,2,4,0
55,1,177,80,62,2,1,8.2,2266,3.1,0,2,4,2,0
51,1,183,89,66,4,6,5.8,2651,2.9,1,9,5,2,0
